"Ajo", 917.03, 108
"Morron", 3004.50, 672
"Higo", 2533.42, 88
"Champignon", 3655.46, 93
"Uva", 658.29, 354
"Kinoto", 26.55, 184
"Sandia", 72.41, 846
"Kinoto", 32.79, 194
"Berenjena", 67.89, 702
"Batata", 16.90, 820
"Kinoto", 30.89, 190
"Lima", 1385.69, 160
"Naranja", 14.20, 1090
"Lima", 1275.00, 240
"Kinoto", 35.67, 202
"Lima", 1203.25, 194
"Banana", 68.93, 1060
"Caqui", 774.39, 91
"Lima", 1400.98, 234
"Uva", 698.56, 276
"Frutilla", 301.73, 291
"Batata", 21.60, 910
"Caqui", 866.73, 104
"Uva", 711.63, 360
"Cereza", 993.06, 188
"Palta", 504.27, 500
"Pomelo", 46.77, 1062
"Cebolla", 65.97, 904
"Uva", 726.30, 276
"Melon", 104.82, 352
"Cebolla", 72.52, 720
"Uva", 746.49, 315
"Palta", 1141.93, 352
"Mandarina", 24.70, 1200
"Palta", 1189.72, 440
"Palta", 1148.44, 344
"Cereza", 1043.36, 202
"Tomate", 762.15, 900
"Zuccini", 80.88, 558
"Palta", 445.85, 565
"Repollo", 10.02, 672
"Higo", 2550.53, 103
"Rabanito", 226.45, 309
"Lechuga", 46.96, 954
"Alcachofa", 156.06, 318
"Zanahoria", 40.57, 594
"Frutilla", 295.86, 309
"Lechuga", 34.52, 972
"Palta", 468.35, 530
"Palta", 1104.68, 388
"Melon", 81.62, 428
"Higo", 2568.84, 88
"Palta", 1149.52, 340
"Batata", 22.04, 1150
"Durazno", 168.58, 808
"Repollo", 14.28, 756
"Cereza", 1044.43, 214
"Limon", 346.10, 609
"Lechuga", 42.86, 810
"Champignon", 3705.18, 89
"Lima", 1344.16, 196
"Coliflor", 23.92, 535
"Lima", 1358.30, 216
"Cereza", 1077.30, 208
"Berenjena", 47.25, 576
"Manzana", 131.80, 1120
"Caqui", 805.10, 109
"Tomate", 757.09, 1053
"Naranja", 7.38, 1110
"Calabaza", 16.66, 688
"Rabanito", 229.50, 273
"Frambuesa", 2075.87, 87
"Palta", 479.51, 550
"Papa", 17.32, 960
"Palta", 1109.62, 432
"Repollo", 5.21, 581
"Durazno", 175.56, 760
"Higo", 2643.85, 84
"Higo", 2462.12, 90
"Limon", 324.55, 679
"Manzana", 116.95, 910
"Lima", 1008.93, 196
"Kiwi", 469.51, 328
"Kinoto", 31.75, 164
"Mandarina", 17.11, 910
"Papa", 23.30, 860
"Ajo", 934.58, 102
"Cebolla", 52.00, 912
"Brocoli", 332.53, 324
"Tomate", 751.31, 1026
"Naranja", 21.93, 990
"Berenjena", 61.71, 696
"Ajo", 925.19, 109
"Pepino", 51.58, 550
"Limon", 321.42, 602
"Esparrago", 622.29, 184
"Repollo", 7.16, 819
"Naranja", 13.62, 1090
"Champignon", 3665.30, 86
"Morron", 2916.61, 492
"Naranja", 14.33, 1030
"Naranja", 8.46, 850
"Lima", 1263.21, 188
"Cebolla", 65.93, 784
"Alcachofa", 153.15, 357
"Frambuesa", 2130.49, 86
"Palta", 495.94, 575
"Uva", 705.31, 297
"Kiwi", 455.19, 328
"Uva", 694.97, 273
"Durazno", 145.82, 648
"Pepino", 44.15, 590
"Coliflor", 39.79, 530
"Banana", 62.67, 950
"Pepino", 40.24, 595
"Repollo", 6.66, 840
"Uva", 714.75, 345
"Naranja", 8.13, 960
"Brocoli", 348.68, 368
"Lechuga", 43.47, 792
"Pomelo", 35.34, 918
"TomCherry", 547.50, 162
"Frambuesa", 2034.47, 97
"Repollo", 2.13, 840
"Kinoto", 17.68, 180
"Mandarina", 21.34, 1160
"Alcachofa", 157.58, 342
"Champignon", 3571.92, 106
"Lima", 1212.96, 178
"Apio", 48.35, 324
"Pepino", 43.39, 555
"Limon", 323.07, 707
"Naranja", 14.62, 1050
"Zuccini", 94.46, 486
"Lechuga", 29.85, 972
"Palta", 444.89, 545
"Berenjena", 56.09, 504
"Lima", 1053.08, 166
"Lechuga", 34.61, 990
"Champignon", 3596.08, 107
"Cebolla", 62.27, 864
"Mandarina", 20.09, 840
"Frutilla", 280.57, 360
"Frambuesa", 2019.71, 103
"Rabanito", 228.71, 264
"Champignon", 3605.86, 110
"Berenjena", 54.07, 594
"Lima", 1181.12, 180
"Melon", 100.07, 348
"Repollo", 6.58, 595
"Lechuga", 38.18, 846
"Acelga", 23.24, 819
"Durazno", 141.50, 864
"Melon", 104.35, 416
"Calabaza", 26.34, 960
"Berenjena", 50.17, 690
"Lima", 1031.21, 204
"Uva", 677.82, 249
"Durazno", 137.22, 696
"Calabaza", 25.98, 896
"Palta", 1115.07, 416
"Ajo", 928.51, 85
"Lima", 1020.62, 208
"TomCherry", 589.57, 182
"Durazno", 129.06, 872
"Cebolla", 67.76, 952
"Banana", 59.51, 870
"Rabanito", 219.58, 333
"Ajo", 940.54, 103
"Kiwi", 427.53, 388
"Lima", 1419.47, 192
"Zanahoria", 40.05, 564
"Durazno", 153.02, 760
"Lima", 1014.89, 220
"Ajo", 868.19, 94
"Rabanito", 209.16, 354
"TomCherry", 528.87, 204
"Champignon", 3670.55, 120
"Frambuesa", 2082.16, 116
"Caqui", 855.66, 101
"Kiwi", 415.58, 448
"Coliflor", 22.08, 435
"Ajo", 969.25, 114
"Batata", 20.36, 1150
"Durazno", 192.76, 688
"Mandarina", 19.34, 1060
"Caqui", 778.77, 101
"Champignon", 3551.66, 90
"Zanahoria", 35.57, 624
"Papa", 27.35, 850
"Cereza", 1062.51, 178
"TomCherry", 518.30, 166
"Batata", 24.60, 880
"Tomate", 797.74, 801
"Manzana", 117.42, 990
"Durazno", 165.09, 936
"Esparrago", 602.30, 172
"Tomate", 685.67, 882
"Coliflor", 34.31, 525
"Papa", 19.49, 980
"Uva", 700.62, 342
"Kinoto", 36.17, 230
"Esparrago", 609.44, 174
"Coliflor", 31.82, 420
"Pepino", 37.49, 585
"Durazno", 174.93, 768
"Brocoli", 366.60, 476
"Papa", 17.07, 1060
"Batata", 22.71, 1160
"Cebolla", 62.87, 856
"Pepino", 45.25, 445
"Lima", 1405.00, 222
"Durazno", 154.63, 928
"Uva", 744.08, 360
"Caqui", 805.67, 106
"TomCherry", 563.90, 214
"Pepino", 28.19, 440
"Naranja", 21.04, 1170
"Pepino", 39.99, 570
"Kiwi", 426.34, 412
"Acelga", 19.33, 963
"Zanahoria", 38.47, 492
"Durazno", 123.69, 712
"Durazno", 197.94, 840
"Frambuesa", 2048.99, 95
"Palta", 494.80, 510
"Kinoto", 32.23, 178
"Naranja", 4.52, 1140
"Cereza", 1079.43, 178
"Naranja", 14.63, 970
"Choclo", 51.89, 246
"Durazno", 181.50, 776
"Berenjena", 51.85, 678
"Repollo", 4.12, 798
"Cereza", 1026.01, 190
"Frambuesa", 2094.89, 87
"Acelga", 24.84, 855
"Durazno", 278.57, 888
"Frambuesa", 2043.96, 95
"TomCherry", 534.77, 228
"Manzana", 115.76, 940
"Morron", 3011.60, 534
"Limon", 325.50, 602
"Mandarina", 19.59, 1000
"Mandarina", 23.46, 940
"Limon", 323.88, 686
"Choclo", 66.42, 264
"Zanahoria", 31.28, 564
"Esparrago", 632.19, 198
"Champignon", 3454.46, 87
"Palta", 480.45, 495
"Morron", 2952.63, 696
"Berenjena", 58.01, 540
"Morron", 2891.80, 570
"Rabanito", 214.51, 252
"Palta", 1148.42, 384
"Zuccini", 85.80, 564
"Ciruela", 1008.23, 999
"Zanahoria", 31.55, 696
"Papa", 23.91, 1050
"Apio", 70.49, 342
"Caqui", 773.12, 97
"Alcachofa", 142.35, 282
"Palta", 426.84, 495
"Ciruela", 966.77, 981
"Banana", 64.01, 1120
"Manzana", 137.85, 960
"Zuccini", 92.23, 510
"Brocoli", 356.46, 380
"Manzana", 122.52, 940
"Mandarina", 28.10, 1170
"Brocoli", 358.16, 432
"Zanahoria", 33.77, 504
"Durazno", 282.67, 944
"Tomate", 752.45, 801
"Higo", 2533.11, 92
"Limon", 326.62, 777
"Coliflor", 27.81, 550
"Calabaza", 20.24, 752
"Choclo", 52.04, 360
"Palta", 492.81, 435
"Berenjena", 59.72, 600
"Kiwi", 411.47, 372
"Brocoli", 397.60, 452
"Kiwi", 449.34, 428
"Frutilla", 284.11, 300
"Ciruela", 958.84, 1026
"Caqui", 810.49, 94
"Berenjena", 55.95, 618
"Lechuga", 34.67, 765
"Higo", 2487.57, 98
"Pepino", 26.56, 480
"Pomelo", 58.19, 810
"Kinoto", 36.18, 234
"Papa", 19.17, 950
"Cereza", 1029.87, 164
"Berenjena", 57.07, 690
"Morron", 2879.73, 684
"Naranja", 12.42, 1030
"Durazno", 259.26, 680
"Calabaza", 21.84, 832
"Esparrago", 624.22, 204
"Banana", 72.86, 1160
"Palta", 1127.86, 340
"Zanahoria", 31.33, 702
"Palta", 469.97, 480
"Rabanito", 220.22, 276
"Pomelo", 47.61, 765
"Choclo", 44.56, 345
"Esparrago", 635.25, 174
"Berenjena", 50.35, 654
"Morron", 2943.47, 522
"Palta", 506.43, 575
"Pepino", 36.79, 450
"Lechuga", 22.35, 1044
"Rabanito", 203.56, 285
"Lima", 1049.59, 204
"Alcachofa", 137.85, 309
"Zuccini", 69.20, 534
"Brocoli", 388.99, 448
"Coliflor", 37.12, 440
"Rabanito", 217.68, 312
"Champignon", 3657.41, 86
"Palta", 1177.73, 392
"Palta", 1054.77, 344
"Alcachofa", 152.82, 288
"Lima", 1328.65, 196
"Kiwi", 422.55, 360
"Repollo", 4.13, 770
"Rabanito", 205.52, 243
"Morron", 3013.08, 534
"Lima", 1214.78, 184
"Tomate", 781.72, 729
"Palta", 1152.35, 396
"Melon", 107.10, 396
"Acelga", 19.57, 846
"Naranja", 11.86, 940
"Naranja", 10.86, 960
"Papa", 8.83, 1060
"Manzana", 131.68, 1070
"Naranja", 11.82, 860
"Zuccini", 76.28, 582
"Lima", 1358.40, 224
"Manzana", 142.65, 830
"Zanahoria", 33.47, 720
"Limon", 311.28, 693
"Uva", 713.21, 240
"Berenjena", 45.71, 528
"Coliflor", 32.59, 400
"Mandarina", 5.60, 910
"Repollo", 3.99, 679
"Uva", 716.33, 297
"Caqui", 768.92, 112
"Durazno", 284.43, 704
"Cebolla", 80.62, 808
"Esparrago", 649.30, 180
"Durazno", 259.71, 656
"Frutilla", 295.13, 309
"Ciruela", 970.45, 828
"Banana", 58.23, 860
"TomCherry", 539.76, 212
"Pepino", 40.07, 550
"Kinoto", 32.37, 184
"Tomate", 753.15, 900
"Repollo", 6.96, 833
"Manzana", 122.20, 1160
"Manzana", 133.99, 1050
"Pera", 153.44, 1020
"Naranja", 8.41, 990
"Sandia", 58.15, 1017
"Durazno", 157.65, 696
"Pomelo", 51.15, 1017
"Manzana", 141.15, 980
"Repollo", 5.03, 707
"Champignon", 3609.38, 110
"Pera", 142.38, 1110
"Melon", 103.11, 352
"Palta", 511.98, 555
"Apio", 46.18, 357
"Uva", 707.59, 297
"Repollo", 2.32, 630
"Limon", 311.18, 728
"Papa", 24.75, 920
"Mandarina", 23.45, 860
"Palta", 472.65, 550
"TomCherry", 497.56, 236
"Kinoto", 35.20, 180
"Calabaza", 16.60, 648
"Naranja", 18.27, 920
"Frutilla", 265.22, 276
"Berenjena", 65.38, 594
"Durazno", 271.43, 672
"Ajo", 901.78, 102
"Melon", 107.52, 460
"Sandia", 52.53, 765
"Alcachofa", 143.86, 321
"Limon", 298.79, 742
"Tomate", 724.31, 1026
"Pera", 160.66, 1090
"Manzana", 119.24, 980
"Frambuesa", 2176.58, 85
"Papa", 18.17, 1120
"Frutilla", 298.18, 309
"TomCherry", 575.10, 226
"Pera", 157.99, 800
"Ajo", 879.52, 100
"Cereza", 1022.63, 238
"Melon", 127.06, 360
"Lima", 1365.60, 230
"Coliflor", 35.28, 595
"Morron", 2868.58, 690
"Lima", 1211.99, 180
"Frutilla", 290.88, 276
"Berenjena", 51.34, 660
"Palta", 488.09, 540
"Naranja", 16.57, 1080
"Repollo", 5.51, 658
"Durazno", 274.79, 904
"Sandia", 67.30, 792
"Durazno", 190.00, 928
"Cebolla", 64.30, 888
"Tomate", 746.85, 855
"Tomate", 687.26, 774
"Durazno", 154.48, 712
"Cereza", 998.73, 238
"Durazno", 140.17, 832
"Caqui", 808.90, 109
"Banana", 64.28, 930
"Pera", 149.10, 940
"Palta", 1105.67, 460
"Batata", 18.74, 1040
"Champignon", 3599.72, 85
"Manzana", 144.39, 1050
"Pepino", 36.70, 405
"Mandarina", 28.12, 1130
"Durazno", 144.69, 680
"Repollo", 8.61, 686
"Melon", 110.44, 432
"Esparrago", 614.21, 164
"Lima", 1283.75, 172
"Naranja", 18.29, 1050
"Melon", 91.05, 396
"Melon", 117.38, 336
"Palta", 1062.35, 476
"Limon", 319.85, 805
"Banana", 60.54, 890
"Berenjena", 44.24, 582
"Kinoto", 39.83, 176
"Manzana", 171.56, 970
"Zuccini", 78.94, 570
"Cebolla", 66.55, 944
"Ajo", 905.53, 115
